"LookupName","ResolvedName","SMILES","CID","MolecularFormula","MonoisotopicMass"
"cis-4,7,10,13,16,19-Docosahexaenoic acid","Docosahexaenoic Acid","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O",445580,"C22H32O2",328.2402303
"all-cis-docosa-4,7,10,13,16,19-hexaenoic acid","Docosahexaenoic Acid","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O",445580,"C22H32O2",328.2402303
"Palmitoleic Acid","Palmitoleic Acid","CCCCCC/C=C\CCCCCCCC(=O)O",445638,"C16H30O2",254.2245802
"palmitoleic acid","Palmitoleic Acid","CCCCCC/C=C\CCCCCCCC(=O)O",445638,"C16H30O2",254.2245802
"Oleic Acid","Oleic Acid","CCCCCCCC/C=C\CCCCCCCC(=O)O",445639,"C18H34O2",282.2558803
"oleic acid","Oleic Acid","CCCCCCCC/C=C\CCCCCCCC(=O)O",445639,"C18H34O2",282.2558803
"Tacrolimus",NA,"C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC",445643,"C44H69NO12",803.4819766
"Ferulic acid","Ferulic acid","COC1=C(C=CC(=C1)/C=C/C(=O)O)O",445858,"C10H10O4",194.0579088
"trans-Ferulic acid","Ferulic acid","COC1=C(C=CC(=C1)/C=C/C(=O)O)O",445858,"C10H10O4",194.0579088
"Ac-Ile-Ala-Phe-OH",NA,"CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)C",445902,"C20H29N3O5",391.210721
"N-(1H-Indol-3-YL-acetyl)valine acid","N-(1H-Indol-3-YL-acetyl)valine acid","CC(C)[C@@H](C(=O)O)NC(=O)CC1=CNC2=CC=CC=C21",446641,"C15H18N2O3",274.1317424
"Indole-3-acetyl-L-valine","N-(1H-Indol-3-YL-acetyl)valine acid","CC(C)[C@@H](C(=O)O)NC(=O)CC1=CNC2=CC=CC=C21",446641,"C15H18N2O3",274.1317424
"Obeticholic Acid",NA,"CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O",447715,"C26H44O4",420.3239599
"Benzoylecgonine",NA,"CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)O",448223,"C16H19NO4",289.1314081
"N,N-Dimethylproline","N,N-Dimethylproline","C[N+]1(CCC[C@H]1C(=O)O)C",448301,"C7H14NO2+",144.1024537
"1,1-DIMETHYL-PROLINIUM","N,N-Dimethylproline","C[N+]1(CCC[C@H]1C(=O)O)C",448301,"C7H14NO2+",144.1024537
"Trans-Zeatin","Trans-Zeatin","C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO",449093,"C10H13N5O",219.1120101
"trans-Zeatin","Trans-Zeatin","C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO",449093,"C10H13N5O",219.1120101
"Cyclo(-His-Pro)","Cyclo(his-pro)","C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CN=CN3",449094,"C11H14N4O2",234.1116757
"Cyclo(his-pro)","Cyclo(his-pro)","C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CN=CN3",449094,"C11H14N4O2",234.1116757
"Tropine",NA,"CN1[C@@H]2CC[C@H]1CC(C2)O",449293,"C8H15NO",141.1153641
"Oseltamivir Acid","Oseltamivir Acid","CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O",449381,"C14H24N2O4",284.1736073
"Oseltamivir carboxylic acid","Oseltamivir Acid","CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O",449381,"C14H24N2O4",284.1736073
"(3S)-1H,2H,3H,4H,9H-pyrido(3,4-b)indole-3-carboxylic acid","(3S)-1H,2H,3H,4H,9H-pyrido(3,4-b)indole-3-carboxylic acid","C1[C@H](NCC2=C1C3=CC=CC=C3N2)C(=O)O",449440,"C12H12N2O2",216.0898776
"Cyclomethyltryptophan","(3S)-1H,2H,3H,4H,9H-pyrido(3,4-b)indole-3-carboxylic acid","C1[C@H](NCC2=C1C3=CC=CC=C3N2)C(=O)O",449440,"C12H12N2O2",216.0898776
"4-Hydroxytamoxifen",NA,"CC/C(=C(\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3",449459,"C26H29NO2",387.2198292
"Steviol",NA,"C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O",452967,"C20H30O3",318.2194948
"(1R,8S,9S)-3,4-dihydroxy-8-methoxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-trien-15-one","(1R,8S,9S)-3,4-dihydroxy-8-methoxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-trien-15-one","CC(C)C1=C(C(=C2C(=C1)[C@@H]([C@@H]3C4[C@@]2(CCCC4(C)C)C(=O)O3)OC)O)O",455262,"C21H28O5",360.193674
"MEGxp0 000120","(1R,8S,9S)-3,4-dihydroxy-8-methoxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-trien-15-one","CC(C)C1=C(C(=C2C(=C1)[C@@H]([C@@H]3C4[C@@]2(CCCC4(C)C)C(=O)O3)OC)O)O",455262,"C21H28O5",360.193674
"Isotetrandrine",NA,"O1C2=CC=C(C=C2)CC3C4=CC(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)=C(OC)C=C4CCN3C",457825,"C38H42N2O6",622.3042871
"Aphidicolin",NA,"C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O",457964,"C20H34O4",338.2457096
"4-Methyl-2-ureido-pentanoic acid","4-Methyl-2-ureido-pentanoic acid","CC(C)CC(C(=O)O)NC(=O)N",458590,"C7H14N2O3",174.1004423
"2-(carbamoylamino)-4-methylpentanoic acid","4-Methyl-2-ureido-pentanoic acid","CC(C)CC(C(=O)O)NC(=O)N",458590,"C7H14N2O3",174.1004423
"1-Palmitoyl-sn-glycero-3-phosphocholine","1-Palmitoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",460602,"C24H50NO7P",495.3324899
"Lyso-PC(16:0)","1-Palmitoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",460602,"C24H50NO7P",495.3324899
"1-Myristoyl-sn-glycero-3-phosphocholine",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",460604,"C22H46NO7P",467.3011898
"1-Dodecanoyl-sn-glycero-3-phosphocholine","1-Dodecanoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",460605,"C20H42NO7P",439.2698897
"PC(12:0/0:0)","1-Dodecanoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",460605,"C20H42NO7P",439.2698897
"Leucine enkephalin","Leucine enkephalin","CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N",461776,"C28H37N5O7",555.2692985
"Leucine Enkephalin","Leucine enkephalin","CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N",461776,"C28H37N5O7",555.2692985
"Tenofovir",NA,"C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O",464205,"C9H14N5O4P",287.0783409
"8-Oxotetrahydrothalifendine","8-Oxotetrahydrothalifendine","COC1=C(C=CC2=C1C(=O)N3CCC4=CC5=C(C=C4C3C2)OCO5)O",470416,"C19H17NO5",339.1106726
"8-oxotetrahydrothalifendine","8-Oxotetrahydrothalifendine","COC1=C(C=CC2=C1C(=O)N3CCC4=CC5=C(C=C4C3C2)OCO5)O",470416,"C19H17NO5",339.1106726
"Negletein",NA,"COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O)O",471719,"C16H12O5",284.0684735
"Dihydroguaiaretic acid, meso-","Dihydroguaiaretic acid, meso-","C[C@H](CC1=CC(=C(C=C1)O)OC)[C@@H](C)CC2=CC(=C(C=C2)O)OC",476856,"C20H26O4",330.1831093
"meso-dihydroguaiaretic acid","Dihydroguaiaretic acid, meso-","C[C@H](CC1=CC(=C(C=C1)O)OC)[C@@H](C)CC2=CC(=C(C=C2)O)OC",476856,"C20H26O4",330.1831093
"Glyasperin D","Glyasperin D","CC(=CCC1=C(C=C2C(=C1OC)C[C@@H](CO2)C3=C(C=C(C=C3)O)O)OC)C",480860,"C22H26O5",370.1780239
"4-((3R)-5,7-Dimethoxy-6-(3-methyl-2-buten-1-yl)-3,4-dihydro-2H-chromen-3-yl)-1,3-benzenediol","Glyasperin D","CC(=CCC1=C(C=C2C(=C1OC)C[C@@H](CO2)C3=C(C=C(C=C3)O)O)OC)C",480860,"C22H26O5",370.1780239
"Oleanoic acid","Oleanoic acid","C[C@]12CC[C@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O",485707,"C30H48O3",456.3603454
"Oleanoic Acid","Oleanoic acid","C[C@]12CC[C@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O",485707,"C30H48O3",456.3603454
"Riboflavin","Riboflavin","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O",493570,"C17H20N4O6",376.1382844
"Maltitol",NA,"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O",493591,"C12H24O11",344.1318616
"(3-Methyl-2-butenyl)(triphenyl)phosphorane",NA,"CC(=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C",494184,"C23H24P+",331.1615628
"10-Hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylic acid","10-Hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylic acid","CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C",495454,"C30H48O3",456.3603454
"18-hydroxy-1,2,5,8,15,19,19-heptamethylpentacyclo(12.8.0.0<2,11>.0<5,10>.0<15, 20>)docos-11-ene-8-carboxylic acid","10-Hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylic acid","CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C",495454,"C30H48O3",456.3603454
"2-Naphthaleneacetic acid, decahydro-8-hydroxy-4a,8-dimethyl-alpha-methylene-",NA,"CC12CCCC(C1CC(CC2)C(=C)C(=O)O)(C)O",496073,"C15H24O3",252.1725446
"1-Stearoyl-sn-glycero-3-phosphocholine","1-Stearoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",497299,"C26H54NO7P",523.3637901
"1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Stearoyl-sn-glycero-3-phosphocholine","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O",497299,"C26H54NO7P",523.3637901
"Methyl 5-oxo-DL-prolinate","Methyl 5-oxo-DL-prolinate","COC(=O)C1CCC(=O)N1",500249,"C6H9NO3",143.0582431
"Methyl-5-oxopyrrolidine-2-carboxylate","Methyl 5-oxo-DL-prolinate","COC(=O)C1CCC(=O)N1",500249,"C6H9NO3",143.0582431
"N,N-diethyl-4-hydroxybenzamide","N,N-diethyl-4-hydroxybenzamide","CCN(CC)C(=O)C1=CC=C(C=C1)O",504154,"C11H15NO2",193.1102787
"N,N-Diethyl-4-hydroxybenzamide","N,N-diethyl-4-hydroxybenzamide","CCN(CC)C(=O)C1=CC=C(C=C1)O",504154,"C11H15NO2",193.1102787
"Sophoraflavanone B","Sophoraflavanone B","CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C",509245,"C20H20O5",340.1310737
"8-isopentenylnaringenin","Sophoraflavanone B","CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C",509245,"C20H20O5",340.1310737
"Isoxanthohumol(Sophora)","Isoxanthohumol(Sophora)","CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C",513197,"C21H22O5",354.1467238
"Isoxanthohumol","Isoxanthohumol(Sophora)","CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C",513197,"C21H22O5",354.1467238
"Phe-Tyr",NA,"C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)N",515709,"C18H20N2O4",328.1423071
"N-Methyltyrosine",NA,"CNC(CC1=CC=C(C=C1)O)C(=O)O",519723,"C10H13NO3",195.0895433
"Diphenyl cresyl phosphate","Diphenyl cresyl phosphate","CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3",520263,"C19H17O4P",340.086446
"Diphenylcresyl phosphate","Diphenyl cresyl phosphate","CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3",520263,"C19H17O4P",340.086446
"Triacetoneamine-N-Oxyl","Triacetoneamine-N-Oxyl","CC1(CC(=O)CC(N1[O])(C)C)C",520789,"C9H16NO2",170.1181038
"(2,2,6,6-Tetramethyl-4-oxopiperidin-1-yl)oxidanyl","Triacetoneamine-N-Oxyl","CC1(CC(=O)CC(N1[O])(C)C)C",520789,"C9H16NO2",170.1181038
"1-(3-hydroxy-3-methylpent-4-enyl)-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol","1-(3-hydroxy-3-methylpent-4-enyl)-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol","CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C",521332,"C20H36O2",308.2715304
"SCLAREOL2","1-(3-hydroxy-3-methylpent-4-enyl)-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol","CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C",521332,"C20H36O2",308.2715304
"Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11beta)-","Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11beta)-","CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O",521381,"C21H28O5",360.193674
"Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)-","Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11beta)-","CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O",521381,"C21H28O5",360.193674
"Isopropylidene-succinic acid","Isopropylidene-succinic acid","CC(=C(CC(=O)O)C(=O)O)C",521840,"C7H10O4",158.0579088
"2-(methylethylidene)butanedioic acid","Isopropylidene-succinic acid","CC(=C(CC(=O)O)C(=O)O)C",521840,"C7H10O4",158.0579088
"Solanidine (not validated)",NA,"CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C",522740,"C27H43NO",397.334465
"Glycine, N-(m-anisoyl)-, methyl ester","Glycine, N-(m-anisoyl)-, methyl ester","COC1=CC=CC(=C1)C(=O)NCC(=O)OC",523507,"C11H13NO4",223.0844579
"methyl 2-((3-methoxyphenyl)carbonylamino)acetate","Glycine, N-(m-anisoyl)-, methyl ester","COC1=CC=CC(=C1)C(=O)NCC(=O)OC",523507,"C11H13NO4",223.0844579
"1-(2-(Pyridin-3-yl)pyrrolidin-1-yl)ethanone","1-(2-(Pyridin-3-yl)pyrrolidin-1-yl)ethanone","CC(=O)N1CCCC1C2=CN=CC=C2",528367,"C11H14N2O",190.1106131
"Acetyl-Nornicotine","1-(2-(Pyridin-3-yl)pyrrolidin-1-yl)ethanone","CC(=O)N1CCCC1C2=CN=CC=C2",528367,"C11H14N2O",190.1106131
"Cyclo(Pro-Pro)","Cyclo(Pro-Pro)","C1CC2C(=O)N3CCCC3C(=O)N2C1",529063,"C10H14N2O2",194.1055277
"1,7-diazatricyclo(7.3.0.0³,⁷)dodecane-2,8-dione","Cyclo(Pro-Pro)","C1CC2C(=O)N3CCCC3C(=O)N2C1",529063,"C10H14N2O2",194.1055277
"Humulinone",NA,"CC(C)CC(=O)C1=C(C(C(C1=O)(C(=O)CC=C(C)C)O)(CC=C(C)C)O)O",534962,"C21H30O6",378.2042387
"Ethyl 3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholan-24-oate","Ethyl 3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholan-24-oate","CCOC(=O)CCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C",536919,"C26H44O5",436.3188745
"ethyl 4-((1S,2S,7S,11S,16S,5R,9R,10R,14R,15R)-5,9,16-trihydroxy-2,15-dimethylt etracyclo(8.7.0.0<2,7>.0<11,15>)heptadec-14-yl)pentanoate","Ethyl 3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholan-24-oate","CCOC(=O)CCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C",536919,"C26H44O5",436.3188745
"[4-(1,3-Benzodioxol-5-yl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-6-en-1-yl]methyl acetate","[4-(1,3-Benzodioxol-5-yl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-6-en-1-yl]methyl acetate","CC1C=C(C2C(C1(COC2C3=CC4=C(C=C3)OCO4)COC(=O)C)C)C",539524,"C21H26O5",358.1780239
"(4-(1,3-Benzodioxol-5-yl)-6,8,9-trimethyl-3-oxabicyclo(3.3.1)non-6-en-1-yl)methyl acetate","[4-(1,3-Benzodioxol-5-yl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-6-en-1-yl]methyl acetate","CC1C=C(C2C(C1(COC2C3=CC4=C(C=C3)OCO4)COC(=O)C)C)C",539524,"C21H26O5",358.1780239
"n-Dodecanoylaspartic acid","n-Dodecanoylaspartic acid","CCCCCCCCCCCC(=O)NC(CC(=O)O)C(=O)O",539904,"C16H29NO5",315.204573
"Asp-C12:0","n-Dodecanoylaspartic acid","CCCCCCCCCCCC(=O)NC(CC(=O)O)C(=O)O",539904,"C16H29NO5",315.204573
"N-methyllysine","N-methyllysine","CNCCCCC(C(=O)O)N",541646,"C7H16N2O2",160.1211778
"N-Methyllysine","N-methyllysine","CNCCCCC(C(=O)O)N",541646,"C7H16N2O2",160.1211778
"Notatic acid",NA,"CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3)O)C(=O)O)C)C)OC",542116,"C18H16O7",344.0896029
"3-Ketocholanic acid","3-Ketocholanic acid","CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C",543448,"C24H38O3",374.2820951
"3-Ketocholanic Acid","3-Ketocholanic acid","CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C",543448,"C24H38O3",374.2820951
"1-Benzyl-3-cyclohexylurea",NA,"C1CCC(CC1)NC(=O)NCC2=CC=CC=C2",544877,"C14H20N2O",232.1575633
"2-amino-4-((1-carboxy-2-phenylethyl)carbamoyl)butanoic acid",NA,"C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(C(=O)O)N",558649,"C14H18N2O5",294.1215717
"t-Butoxycarbonylleucylproline","t-Butoxycarbonylleucylproline","CC(C)CC(C(=O)N1CCCC1C(=O)O)NC(=O)OC(C)(C)C",559429,"C16H28N2O5",328.199822
"1-(2-(((tert-butoxy)carbonyl)amino)-4-methylpentanoyl)pyrrolidine-2-carboxylic acid","t-Butoxycarbonylleucylproline","CC(C)CC(C(=O)N1CCCC1C(=O)O)NC(=O)OC(C)(C)C",559429,"C16H28N2O5",328.199822
"N-Methylisoleucine",NA,"CCC(C)C(C(=O)O)NC",560437,"C7H15NO2",145.1102787
"Cyclo(Phe-Leu)","Cyclo(Phe-Leu)","CC(C)CC1C(=O)NC(C(=O)N1)CC2=CC=CC=C2",562691,"C15H20N2O2",260.1524779
"cyclo(Phe-Leu)","Cyclo(Phe-Leu)","CC(C)CC1C(=O)NC(C(=O)N1)CC2=CC=CC=C2",562691,"C15H20N2O2",260.1524779
"Nezukone",NA,"CC(C)C1=CC=CC(=O)C=C1",570867,"C10H12O",148.088815
"(10R,13R,17R)-17-(5-hydroxy-5-methylhexan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta(a)phenanthren-3-ol",NA,"CC(CCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C",572104,"C26H44O2",388.3341306
"(-)-Isolongifolol","(-)-Isolongifolol","CC1(CCCC2(C3C1C(C2CO)CC3)C)C",572865,"C15H26O",222.1983654
"Tetrahydropiperine",NA,"O=C(N1CCCCC1)CCCCC2=CC=C3OCOC3=C2",581676,"C17H23NO3",289.1677936
"N-Methyltomatidine","N-Methyltomatidine","CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)N(C1)C",581903,"C28H47NO2",429.3606797
"(1R,2S,4S,5'S,6S,7S,8R,9S,12S,13S,16S,18S)-1',5',7,9,13-pentamethylspiro(5-oxapentacyclo(10.8.0.02,9.04,8.013,18)icosane-6,2'-piperidine)-16-ol","N-Methyltomatidine","CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)N(C1)C",581903,"C28H47NO2",429.3606797
"methyl 2-acetamido-3-(1H-indol-3-yl)propanoate",NA,"CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)OC",582449,"C14H16N2O3",260.1160924
"2,3-bis(4-Hydroxy-3-methoxybenzyl)butane-1,4-diol","2,3-bis(4-Hydroxy-3-methoxybenzyl)butane-1,4-diol","COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O",586372,"C20H26O6",362.1729385
"2,3-bis((4-hydroxy-3-methoxyphenyl)methyl)butane-1,4-diol","2,3-bis(4-Hydroxy-3-methoxybenzyl)butane-1,4-diol","COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O",586372,"C20H26O6",362.1729385
"Diosgenin,dehydro","Diosgenin,dehydro","CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC=C6)C)C)C)OC1",587211,"C27H40O2",396.3028305
"5,7',9',13'-tetramethyl-5'-oxaspiro(oxane-2,6'-pentacyclo(10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸)icosane)-16',18'-diene","Diosgenin,dehydro","CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC=C6)C)C)C)OC1",587211,"C27H40O2",396.3028305
"2-(4-Methylbenzenesulfonamido)-4-(methylsulfanyl)butanoic acid","2-(4-Methylbenzenesulfonamido)-4-(methylsulfanyl)butanoic acid","CC1=CC=C(C=C1)S(=O)(=O)NC(CCSC)C(=O)O",590445,"C12H17NO4S2",303.0599004
"2-(((4-methylphenyl)sulfonyl)amino)-4-methylthiobutanoic acid","2-(4-Methylbenzenesulfonamido)-4-(methylsulfanyl)butanoic acid","CC1=CC=C(C=C1)S(=O)(=O)NC(CCSC)C(=O)O",590445,"C12H17NO4S2",303.0599004
"Diisononyl phthalate",NA,"CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C",590836,"C26H42O4",418.3083098
"4-Methoxy-3-[(4-methoxyphenoxy)methyl]benzaldehyde","4-Methoxy-3-[(4-methoxyphenoxy)methyl]benzaldehyde","COC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C=O)OC",590874,"C16H16O4",272.104859
"4-methoxy-3-((4-methoxyphenoxy)methyl)benzaldehyde","4-Methoxy-3-[(4-methoxyphenoxy)methyl]benzaldehyde","COC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C=O)OC",590874,"C16H16O4",272.104859
"N-Cyclohexyl-2-benzothiazol-amine",NA,"C1CCC(CC1)NC2=NC3=CC=CC=C3S2",591790,"C13H16N2S",232.1034197
"11,12-Dimethoxydihydrokawain","11,12-Dimethoxydihydrokawain","COC1=CC(=O)OC(C1)CCC2=CC(=C(C=C2)OC)OC",592220,"C16H20O5",292.1310737
"2-(2-(3,4-dimethoxyphenyl)ethyl)-4-methoxy-2,3-dihydropyran-6-one","11,12-Dimethoxydihydrokawain","COC1=CC(=O)OC(C1)CCC2=CC(=C(C=C2)OC)OC",592220,"C16H20O5",292.1310737
"N-[2-(5-Hydroxy-1H-indol-3-yl)ethyl]octadecanamide","N-[2-(5-Hydroxy-1H-indol-3-yl)ethyl]octadecanamide","CCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O",594460,"C28H46N2O2",442.3559287
"N-(2-(5-Hydroxy-1H-indol-3-yl)ethyl)octadecanamide","N-[2-(5-Hydroxy-1H-indol-3-yl)ethyl]octadecanamide","CCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O",594460,"C28H46N2O2",442.3559287
"((11R)-12-ethylidene-8,14-diazapentacyclo(9.5.2.0<1,9>.0<2,7>.0<14,17>)octadec a-2,4,6-trien-10-yl)methan-1-ol",NA,"CC=C1CN2CCC34C2CC1C(C3NC5=CC=CC=C45)CO",597211,"C19H24N2O",296.1888634
"2-(2,4-difluorophenoxy)-N-[2-(7-ethyl-2-methyl-1H-indol-3-yl)ethyl]acetamide","2-(2,4-difluorophenoxy)-N-[2-(7-ethyl-2-methyl-1H-indol-3-yl)ethyl]acetamide","CCC1=C2C(=CC=C1)C(=C(N2)C)CCNC(=O)COC3=C(C=C(C=C3)F)F",599111,"C21H22F2N2O2",372.1649343
